X,Y,U
0.000000,0.000000,-0.000000
0.040816,0.000000,-0.000000
0.081633,0.000000,-0.000000
0.122449,0.000000,-0.000000
0.163265,0.000000,-0.000000
0.204082,0.000000,-0.000000
0.244898,0.000000,-0.000000
0.285714,0.000000,-0.000000
0.326531,0.000000,-0.000000
0.367347,0.000000,-0.000000
0.408163,0.000000,-0.000000
0.448980,0.000000,-0.000000
0.489796,0.000000,-0.000000
0.530612,0.000000,0.000000
0.571429,0.000000,0.000000
0.612245,0.000000,0.000000
0.653061,0.000000,0.000000
0.693878,0.000000,0.000000
0.734694,0.000000,0.000000
0.775510,0.000000,0.000000
0.816327,0.000000,0.000000
0.857143,0.000000,0.000000
0.897959,0.000000,0.000000
0.938776,0.000000,0.000000
0.979592,0.000000,0.000000
1.020408,0.000000,0.000000
1.061224,0.000000,0.000000
1.102041,0.000000,0.000000
1.142857,0.000000,0.000000
1.183673,0.000000,0.000000
1.224490,0.000000,0.000000
1.265306,0.000000,0.000000
1.306122,0.000000,0.000000
1.346939,0.000000,0.000000
1.387755,0.000000,0.000000
1.428571,0.000000,0.000000
1.469388,0.000000,0.000000
1.510204,0.000000,-0.000000
1.551020,0.000000,-0.000000
1.591837,0.000000,-0.000000
1.632653,0.000000,-0.000000
1.673469,0.000000,-0.000000
1.714286,0.000000,-0.000000
1.755102,0.000000,-0.000000
1.795918,0.000000,-0.000000
1.836735,0.000000,-0.000000
1.877551,0.000000,-0.000000
1.918367,0.000000,-0.000000
1.959184,0.000000,-0.000000
2.000000,0.000000,-0.000000
0.000000,0.040816,-0.040805
0.040816,0.040816,-0.040470
0.081633,0.040816,-0.039470
0.122449,0.040816,-0.037823
0.163265,0.040816,-0.035554
0.204082,0.040816,-0.032702
0.244898,0.040816,-0.029312
0.285714,0.040816,-0.025441
0.326531,0.040816,-0.021153
0.367347,0.040816,-0.016517
0.408163,0.040816,-0.011610
0.448980,0.040816,-0.006512
0.489796,0.040816,-0.001308
0.530612,0.040816,0.003918
0.571429,0.040816,0.009080
0.612245,0.040816,0.014093
0.653061,0.040816,0.018874
0.693878,0.040816,0.023345
