X,Y,U
0.000000,0.000000,-0.000000
0.010050,0.000000,0.000000
0.020101,0.000000,0.000000
0.030151,0.000000,0.000000
0.040201,0.000000,0.000000
0.050251,0.000000,0.000000
0.060302,0.000000,0.000000
0.070352,0.000000,0.000000
0.080402,0.000000,0.000000
0.090452,0.000000,0.000000
0.100503,0.000000,0.000000
0.110553,0.000000,0.000000
0.120603,0.000000,0.000000
0.130653,0.000000,0.000000
0.140704,0.000000,0.000000
0.150754,0.000000,0.000000
0.160804,0.000000,0.000000
0.170854,0.000000,0.000000
0.180905,0.000000,0.000000
0.190955,0.000000,0.000000
0.201005,0.000000,0.000000
0.211055,0.000000,0.000000
0.221106,0.000000,0.000000
0.231156,0.000000,0.000000
0.241206,0.000000,0.000000
0.251256,0.000000,0.000000
0.261307,0.000000,0.000000
0.271357,0.000000,0.000000
0.281407,0.000000,0.000000
0.291457,0.000000,0.000000
0.301508,0.000000,0.000000
0.311558,0.000000,0.000000
0.321608,0.000000,0.000000
0.331658,0.000000,0.000000
0.341709,0.000000,0.000000
0.351759,0.000000,0.000000
0.361809,0.000000,0.000000
0.371859,0.000000,0.000000
0.381910,0.000000,0.000000
0.391960,0.000000,0.000000
0.402010,0.000000,0.000000
0.412060,0.000000,0.000000
0.422111,0.000000,0.000000
0.432161,0.000000,0.000000
0.442211,0.000000,0.000000
0.452261,0.000000,0.000000
0.462312,0.000000,0.000000
0.472362,0.000000,0.000000
0.482412,0.000000,0.000000
0.492462,0.000000,0.000000
0.502513,0.000000,0.000000
0.512563,0.000000,0.000000
0.522613,0.000000,0.000000
0.532663,0.000000,0.000000
0.542714,0.000000,0.000000
0.552764,0.000000,0.000000
0.562814,0.000000,0.000000
0.572864,0.000000,0.000000
0.582915,0.000000,0.000000
0.592965,0.000000,0.000000
0.603015,0.000000,0.000000
0.613065,0.000000,0.000000
0.623116,0.000000,0.000000
0.633166,0.000000,0.000000
0.643216,0.000000,0.000000
0.653266,0.000000,0.000000
0.663317,0.000000,0.000000
0.673367,0.000000,0.000000
0.683417,0.000000,0.000000
0.693467,0.000000,0.000000
0.703518,0.000000,0.000000
0.713568,0.000000,0.000000
0.723618,0.000000,0.000000
0.733668,0.000000,0.000000
0.743719,0.000000,0.000000
0.753769,0.000000,0.000000
0.763819,0.000000,0.000000
0.773869,0.000000,0.000000
0.783920,0.000000,0.000000
0.793970,0.000000,0.000000
0.804020,0.000000,0.000000
0.814070,0.000000,0.000000
0.824121,0.000000,0.000000
0.834171,0.000000,0.000000
